p3,a,b,p1,p2,F1,F2,F3,F3_med,F3_95,F4
0.600,0.200,0.300,0.120,0.180,0.0591,53172.4,660.6,1322.6,2898.6,58.3
0.600,0.200,0.400,0.120,0.240,0.0580,53240.6,639.3,1284.6,2796.2,58.1
0.600,0.200,0.500,0.120,0.300,0.0571,53275.8,625.9,1266.7,2792.2,60.1
0.600,0.200,0.600,0.120,0.360,0.0565,53349.7,615.7,1243.5,2753.0,60.7
0.600,0.200,0.700,0.120,0.420,0.0557,53275.3,587.0,1216.6,2697.2,59.3
0.600,0.200,0.800,0.120,0.480,0.0548,53334.9,576.0,1203.5,2669.9,58.2
0.600,0.200,0.900,0.120,0.540,0.0549,53346.0,583.1,1191.2,2628.3,59.7
0.600,0.200,1.000,0.120,0.600,0.0542,53394.9,563.5,1172.4,2620.7,59.8
0.600,0.300,0.300,0.180,0.180,0.0596,53140.6,662.6,1332.6,2876.3,56.2
0.600,0.300,0.400,0.180,0.240,0.0589,53244.4,634.4,1292.3,2841.4,57.3
0.600,0.300,0.500,0.180,0.300,0.0573,53243.9,615.1,1266.8,2792.4,58.7
0.600,0.300,0.600,0.180,0.360,0.0569,53298.2,613.8,1251.5,2753.2,60.1
0.600,0.300,0.700,0.180,0.420,0.0562,53293.3,599.5,1241.9,2701.0,59.7
0.600,0.300,0.800,0.180,0.480,0.0552,53233.7,576.6,1194.7,2659.2,59.0
0.600,0.300,0.900,0.180,0.540,0.0546,53295.8,565.9,1189.7,2629.4,59.6
0.600,0.300,1.000,0.180,0.600,0.0537,53364.0,567.7,1170.8,2610.4,60.0
0.600,0.400,0.400,0.240,0.240,0.0585,53247.0,631.3,1299.7,2848.8,58.2
0.600,0.400,0.500,0.240,0.300,0.0587,53149.4,625.8,1301.8,2805.7,57.4
0.600,0.400,0.600,0.240,0.360,0.0578,53225.3,609.2,1268.3,2797.6,56.8
0.600,0.400,0.700,0.240,0.420,0.0567,53263.8,599.7,1238.7,2737.7,58.4
0.600,0.400,0.800,0.240,0.480,0.0562,53237.1,571.5,1198.3,2669.0,58.1
0.600,0.400,0.900,0.240,0.540,0.0552,53248.6,574.6,1196.7,2640.0,59.3
0.600,0.400,1.000,0.240,0.600,0.0541,53297.3,568.0,1179.5,2594.8,60.3
0.600,0.500,0.500,0.300,0.300,0.0592,53258.6,617.7,1292.5,2864.2,59.0
0.600,0.500,0.600,0.300,0.360,0.0579,53256.5,600.4,1261.8,2775.3,58.2
0.600,0.500,0.700,0.300,0.420,0.0576,53254.0,590.1,1238.2,2730.9,58.6
0.600,0.500,0.800,0.300,0.480,0.0563,53218.8,578.3,1221.8,2686.8,57.1
0.600,0.500,0.900,0.300,0.540,0.0560,53213.1,563.6,1188.1,2646.5,57.5
0.600,0.500,1.000,0.300,0.600,0.0552,53263.9,560.7,1173.7,2621.7,58.5
0.600,0.600,0.600,0.360,0.360,0.0585,53178.5,597.4,1272.3,2782.7,57.5
0.600,0.600,0.700,0.360,0.420,0.0575,53290.1,608.2,1271.9,2760.3,59.9
0.600,0.600,0.800,0.360,0.480,0.0558,53220.8,561.3,1203.2,2675.0,56.7
0.600,0.600,0.900,0.360,0.540,0.0556,53180.2,561.0,1196.9,2666.5,57.5
0.600,0.600,1.000,0.360,0.600,0.0548,53262.8,563.0,1178.4,2628.1,58.4
0.600,0.700,0.700,0.420,0.420,0.0583,53169.3,594.0,1259.1,2781.1,55.6
0.600,0.700,0.800,0.420,0.480,0.0570,53233.8,571.7,1206.9,2686.1,57.0
0.600,0.700,0.900,0.420,0.540,0.0559,53234.4,563.9,1201.2,2698.9,58.7
0.600,0.700,1.000,0.420,0.600,0.0555,53302.3,566.8,1191.6,2672.7,58.6
0.600,0.800,0.800,0.480,0.480,0.0574,53142.7,572.7,1231.9,2721.7,56.0
0.600,0.800,0.900,0.480,0.540,0.0569,53169.9,562.7,1197.7,2664.6,56.4
0.600,0.800,1.000,0.480,0.600,0.0559,53247.9,549.6,1187.4,2669.4,56.9
0.600,0.900,0.900,0.540,0.540,0.0569,53172.7,561.6,1214.7,2697.6,55.9
0.600,0.900,1.000,0.540,0.600,0.0560,53208.7,552.8,1194.7,2659.6,57.1
0.600,1.000,1.000,0.600,0.600,0.0570,53175.8,547.8,1202.6,2678.6,57.3
0.700,0.100,0.100,0.070,0.070,0.0561,53265.7,616.9,1250.7,2743.8,58.6
0.700,0.100,0.200,0.070,0.140,0.0566,53319.3,619.7,1250.9,2761.9,59.1
0.700,0.100,0.300,0.070,0.210,0.0547,53282.5,592.5,1198.6,2687.6,60.7
0.700,0.100,0.400,0.070,0.280,0.0550,53382.6,596.6,1211.6,2695.0,60.1
0.700,0.100,0.500,0.070,0.350,0.0538,53364.4,587.6,1183.8,2643.9,60.2
0.700,0.100,0.600,0.070,0.420,0.0531,53245.4,565.9,1159.1,2583.7,57.5
0.700,0.100,0.700,0.070,0.490,0.0534,53325.4,567.9,1165.8,2591.3,59.4
0.700,0.100,0.800,0.070,0.560,0.0525,53397.0,553.6,1135.2,2552.0,60.5
0.700,0.100,0.900,0.070,0.630,0.0519,53360.0,543.4,1130.5,2534.9,59.4
0.700,0.100,1.000,0.070,0.700,0.0518,53432.6,531.6,1100.8,2476.0,62.0
0.700,0.200,0.200,0.140,0.140,0.0562,53197.7,616.0,1244.0,2732.2,58.2
0.700,0.200,0.300,0.140,0.210,0.0556,53317.8,604.1,1225.2,2718.9,59.2
0.700,0.200,0.400,0.140,0.280,0.0549,53272.3,588.1,1210.9,2685.2,58.3
0.700,0.200,0.500,0.140,0.350,0.0546,53320.6,579.3,1196.7,2648.0,58.3
0.700,0.200,0.600,0.140,0.420,0.0542,53303.5,570.1,1172.8,2612.8,59.0
0.700,0.200,0.700,0.140,0.490,0.0535,53394.2,563.6,1167.5,2591.9,60.9
0.700,0.200,0.800,0.140,0.560,0.0532,53356.2,548.2,1143.7,2552.7,61.4
0.700,0.200,0.900,0.140,0.630,0.0524,53340.6,540.4,1132.2,2543.9,59.6
0.700,0.200,1.000,0.140,0.700,0.0516,53388.2,523.4,1105.1,2492.1,61.1
0.700,0.300,0.300,0.210,0.210,0.0562,53315.9,603.3,1243.9,2712.9,60.6
0.700,0.300,0.400,0.210,0.280,0.0565,53319.2,587.7,1223.9,2696.4,58.8
0.700,0.300,0.500,0.210,0.350,0.0549,53310.0,568.4,1182.4,2636.9,60.4
0.700,0.300,0.600,0.210,0.420,0.0540,53329.8,568.7,1171.2,2634.2,59.0
0.700,0.300,0.700,0.210,0.490,0.0543,53289.6,558.4,1166.4,2622.6,58.0
0.700,0.300,0.800,0.210,0.560,0.0536,53346.7,535.7,1136.5,2549.4,60.1
0.700,0.300,0.900,0.210,0.630,0.0526,53338.6,539.9,1128.5,2526.3,60.4
0.700,0.300,1.000,0.210,0.700,0.0523,53372.0,534.7,1127.8,2537.9,60.6
0.700,0.400,0.400,0.280,0.280,0.0565,53201.8,583.1,1218.1,2682.5,57.7
0.700,0.400,0.500,0.280,0.350,0.0558,53174.1,581.4,1208.4,2674.0,57.6
0.700,0.400,0.600,0.280,0.420,0.0553,53327.2,563.8,1181.5,2639.6,59.7
0.700,0.400,0.700,0.280,0.490,0.0543,53270.0,551.0,1161.8,2597.2,57.3
0.700,0.400,0.800,0.280,0.560,0.0538,53341.0,553.0,1169.3,2591.0,60.4
0.700,0.400,0.900,0.280,0.630,0.0534,53291.1,538.7,1139.0,2567.6,58.9
0.700,0.400,1.000,0.280,0.700,0.0524,53289.6,523.8,1118.2,2510.8,59.5
0.700,0.500,0.500,0.350,0.350,0.0556,53145.4,571.6,1194.6,2647.0,56.9
0.700,0.500,0.600,0.350,0.420,0.0554,53267.9,554.3,1192.5,2659.5,58.1
0.700,0.500,0.700,0.350,0.490,0.0548,53216.2,549.3,1156.7,2612.1,57.8
0.700,0.500,0.800,0.350,0.560,0.0547,53275.9,551.6,1158.4,2602.6,58.9
0.700,0.500,0.900,0.350,0.630,0.0535,53325.4,534.5,1137.8,2586.2,59.9
0.700,0.500,1.000,0.350,0.700,0.0536,53283.3,533.7,1125.6,2532.4,58.9
0.700,0.600,0.600,0.420,0.420,0.0566,53175.5,556.4,1189.4,2670.8,56.8
0.700,0.600,0.700,0.420,0.490,0.0547,53182.0,538.2,1167.9,2609.3,56.6
0.700,0.600,0.800,0.420,0.560,0.0542,53302.0,539.0,1152.3,2581.9,58.8
0.700,0.600,0.900,0.420,0.630,0.0539,53149.6,537.3,1148.9,2568.4,55.7
0.700,0.600,1.000,0.420,0.700,0.0538,53261.5,536.6,1140.0,2561.2,58.7
0.700,0.700,0.700,0.490,0.490,0.0560,53301.4,549.6,1184.4,2677.5,58.1
0.700,0.700,0.800,0.490,0.560,0.0546,53238.6,545.7,1157.7,2598.5,58.2
0.700,0.700,0.900,0.490,0.630,0.0547,53234.7,539.1,1153.0,2582.8,57.0
0.700,0.800,0.800,0.560,0.560,0.0556,53185.3,533.7,1154.1,2617.3,56.9
0.700,0.800,0.900,0.560,0.630,0.0549,53200.0,526.9,1140.2,2577.8,57.3
0.700,0.800,1.000,0.560,0.700,0.0544,53246.2,526.5,1141.2,2577.5,57.2
0.700,0.900,0.900,0.630,0.630,0.0554,53145.8,535.5,1161.1,2618.2,56.4
0.700,0.900,1.000,0.630,0.700,0.0550,53228.4,521.2,1141.4,2598.7,57.8
0.700,1.000,1.000,0.700,0.700,0.0547,53177.1,532.2,1155.3,2590.9,56.9
0.800,0.100,0.100,0.080,0.080,0.0537,53319.1,571.9,1173.0,2623.6,59.6
0.800,0.100,0.200,0.080,0.160,0.0533,53383.9,568.3,1163.0,2602.8,59.6
0.800,0.100,0.300,0.080,0.240,0.0542,53304.7,559.6,1140.5,2563.6,59.2
0.800,0.100,0.400,0.080,0.320,0.0529,53466.8,557.9,1144.9,2566.7,62.5
0.800,0.100,0.500,0.080,0.400,0.0521,53392.6,543.4,1114.0,2520.6,60.0
0.800,0.100,0.600,0.080,0.480,0.0520,53414.8,549.1,1128.7,2521.7,60.5
0.800,0.100,0.700,0.080,0.560,0.0515,53286.3,525.2,1097.5,2462.6,58.3
0.800,0.100,0.800,0.080,0.640,0.0517,53457.0,522.1,1106.3,2487.6,61.9
0.800,0.100,0.900,0.080,0.720,0.0509,53468.0,519.1,1078.9,2455.7,63.1
0.800,0.100,1.000,0.080,0.800,0.0502,53494.7,522.2,1074.6,2432.8,62.0
0.800,0.200,0.200,0.160,0.160,0.0534,53353.1,566.7,1174.3,2627.7,59.7
0.800,0.200,0.300,0.160,0.240,0.0533,53339.3,557.4,1152.8,2568.0,60.2
0.800,0.200,0.400,0.160,0.320,0.0530,53332.6,545.8,1143.1,2563.6,58.2
0.800,0.200,0.500,0.160,0.400,0.0529,53404.9,549.3,1137.4,2556.4,61.5
0.800,0.200,0.600,0.160,0.480,0.0523,53274.5,538.5,1112.6,2511.3,58.6
0.800,0.200,0.700,0.160,0.560,0.0521,53417.0,531.5,1110.7,2511.2,61.1
0.800,0.200,0.800,0.160,0.640,0.0523,53485.8,532.1,1114.3,2511.6,63.2
0.800,0.200,0.900,0.160,0.720,0.0513,53425.7,526.9,1090.3,2478.3,60.7
0.800,0.200,1.000,0.160,0.800,0.0506,53313.8,503.6,1069.5,2434.4,59.8
0.800,0.300,0.300,0.240,0.240,0.0540,53318.9,558.1,1174.7,2613.1,58.9
0.800,0.300,0.400,0.240,0.320,0.0534,53306.6,550.4,1154.4,2569.4,59.6
0.800,0.300,0.500,0.240,0.400,0.0534,53340.8,549.1,1134.2,2561.0,59.0
0.800,0.300,0.600,0.240,0.480,0.0526,53327.9,533.1,1116.8,2521.3,59.4
0.800,0.300,0.700,0.240,0.560,0.0527,53317.5,527.2,1110.6,2493.6,60.1
0.800,0.300,0.800,0.240,0.640,0.0520,53506.7,527.6,1111.3,2533.4,62.1
0.800,0.300,0.900,0.240,0.720,0.0512,53283.7,523.1,1099.3,2460.7,58.6
0.800,0.300,1.000,0.240,0.800,0.0508,53314.7,508.7,1070.2,2443.9,59.6
0.800,0.400,0.400,0.320,0.320,0.0543,53296.2,545.5,1150.1,2600.3,57.3
0.800,0.400,0.500,0.320,0.400,0.0536,53336.1,542.6,1140.1,2544.9,59.3
0.800,0.400,0.600,0.320,0.480,0.0543,53366.1,526.7,1116.1,2543.0,60.4
0.800,0.400,0.700,0.320,0.560,0.0532,53347.4,546.6,1138.7,2558.5,60.3
0.800,0.400,0.800,0.320,0.640,0.0529,53299.7,524.9,1107.8,2504.8,60.0
0.800,0.400,0.900,0.320,0.720,0.0520,53367.6,508.8,1088.4,2466.2,60.1
0.800,0.400,1.000,0.320,0.800,0.0511,53434.0,509.0,1078.2,2470.4,61.3
0.800,0.500,0.500,0.400,0.400,0.0546,53298.1,531.4,1149.0,2577.7,58.2
0.800,0.500,0.600,0.400,0.480,0.0538,53241.6,535.8,1138.5,2546.8,58.6
0.800,0.500,0.700,0.400,0.560,0.0535,53301.4,533.1,1133.4,2549.2,57.9
0.800,0.500,0.800,0.400,0.640,0.0532,53243.8,519.0,1120.7,2503.7,58.7
0.800,0.500,0.900,0.400,0.720,0.0528,53235.6,516.3,1112.3,2507.2,59.1
0.800,0.500,1.000,0.400,0.800,0.0520,53359.3,518.4,1090.9,2486.8,60.9
0.800,0.600,0.600,0.480,0.480,0.0542,53262.2,532.2,1141.5,2576.9,58.6
0.800,0.600,0.700,0.480,0.560,0.0532,53273.4,534.1,1133.4,2564.3,58.5
0.800,0.600,0.800,0.480,0.640,0.0538,53339.2,530.2,1126.7,2513.2,58.9
0.800,0.600,0.900,0.480,0.720,0.0526,53312.0,510.4,1106.5,2524.1,58.0
0.800,0.600,1.000,0.480,0.800,0.0524,53262.8,512.3,1094.2,2479.3,59.6
0.800,0.700,0.700,0.560,0.560,0.0540,53309.0,527.4,1135.3,2571.7,59.1
0.800,0.700,0.800,0.560,0.640,0.0542,53263.2,521.5,1124.8,2536.7,57.1
0.800,0.700,0.900,0.560,0.720,0.0528,53215.2,516.6,1099.3,2479.2,57.6
0.800,0.700,1.000,0.560,0.800,0.0530,53251.4,504.2,1089.7,2488.1,58.5
0.800,0.800,0.800,0.640,0.640,0.0546,53145.9,524.3,1124.5,2549.2,55.9
0.800,0.800,0.900,0.640,0.720,0.0541,53287.2,511.9,1122.3,2537.7,58.8
0.800,0.800,1.000,0.640,0.800,0.0534,53210.1,498.1,1093.0,2484.4,57.8
0.800,0.900,0.900,0.720,0.720,0.0537,53121.4,512.1,1115.3,2530.2,56.9
0.800,0.900,1.000,0.720,0.800,0.0538,53153.8,510.6,1109.0,2505.3,56.4
0.800,1.000,1.000,0.800,0.800,0.0542,53204.4,515.7,1134.5,2543.0,57.1
0.900,0.100,0.100,0.090,0.090,0.0515,53375.0,530.2,1108.3,2498.1,58.9
0.900,0.100,0.200,0.090,0.180,0.0516,53364.3,532.2,1112.6,2495.3,61.2
0.900,0.100,0.300,0.090,0.270,0.0513,53441.8,516.8,1088.5,2455.8,60.8
0.900,0.100,0.400,0.090,0.360,0.0510,53439.0,527.2,1084.3,2451.5,62.3
0.900,0.100,0.500,0.090,0.450,0.0506,53450.4,512.6,1074.1,2436.2,59.5
0.900,0.100,0.600,0.090,0.540,0.0510,53434.2,517.3,1077.5,2449.3,60.6
0.900,0.100,0.700,0.090,0.630,0.0506,53392.3,528.8,1085.9,2430.5,60.5
0.900,0.100,0.800,0.090,0.720,0.0503,53506.5,516.5,1067.7,2414.4,62.8
0.900,0.100,0.900,0.090,0.810,0.0502,53472.4,509.9,1056.9,2392.0,61.8
0.900,0.100,1.000,0.090,0.900,0.0500,53449.8,512.8,1070.2,2413.7,62.0
0.900,0.200,0.200,0.180,0.180,0.0520,53341.6,541.9,1114.8,2493.4,60.3
0.900,0.200,0.300,0.180,0.270,0.0513,53389.4,532.0,1098.7,2472.4,61.3
0.900,0.200,0.400,0.180,0.360,0.0514,53377.0,515.9,1087.9,2458.9,61.0
0.900,0.200,0.500,0.180,0.450,0.0515,53485.0,521.0,1103.1,2502.8,63.3
0.900,0.200,0.600,0.180,0.540,0.0511,53378.5,509.4,1081.9,2435.1,62.2
0.900,0.200,0.700,0.180,0.630,0.0512,53373.4,519.3,1086.1,2456.8,59.5
0.900,0.200,0.800,0.180,0.720,0.0509,53404.6,513.5,1066.9,2410.3,61.2
0.900,0.200,0.900,0.180,0.810,0.0510,53465.1,515.5,1067.9,2416.4,62.7
0.900,0.200,1.000,0.180,0.900,0.0499,53378.5,496.6,1056.1,2391.6,59.9
0.900,0.300,0.300,0.270,0.270,0.0525,53338.9,530.6,1117.7,2504.1,60.7
0.900,0.300,0.400,0.270,0.360,0.0515,53272.0,514.7,1098.1,2474.7,59.2
0.900,0.300,0.500,0.270,0.450,0.0522,53365.8,524.8,1102.1,2497.0,59.2
0.900,0.300,0.600,0.270,0.540,0.0512,53342.2,517.2,1084.9,2456.7,60.1
0.900,0.300,0.700,0.270,0.630,0.0524,53390.9,508.2,1097.4,2473.0,60.8
0.900,0.300,0.800,0.270,0.720,0.0515,53445.2,515.7,1085.9,2459.8,61.0
0.900,0.300,0.900,0.270,0.810,0.0506,53383.7,503.4,1063.5,2433.9,62.3
0.900,0.300,1.000,0.270,0.900,0.0509,53390.1,501.1,1072.2,2442.5,61.0
0.900,0.400,0.400,0.360,0.360,0.0517,53199.4,523.3,1107.4,2492.6,57.5
0.900,0.400,0.500,0.360,0.450,0.0523,53295.1,518.1,1095.8,2460.9,59.1
0.900,0.400,0.600,0.360,0.540,0.0522,53351.3,522.6,1094.7,2465.8,59.2
0.900,0.400,0.700,0.360,0.630,0.0523,53349.8,511.2,1089.3,2462.1,60.6
0.900,0.400,0.800,0.360,0.720,0.0521,53292.3,511.6,1094.5,2464.3,60.0
0.900,0.400,0.900,0.360,0.810,0.0512,53279.6,510.8,1080.2,2439.8,58.5
0.900,0.400,1.000,0.360,0.900,0.0509,53421.4,500.6,1076.6,2422.4,60.6
0.900,0.500,0.500,0.450,0.450,0.0527,53306.4,524.3,1110.7,2520.9,59.6
0.900,0.500,0.600,0.450,0.540,0.0528,53354.4,518.1,1112.9,2516.2,59.4
0.900,0.500,0.700,0.450,0.630,0.0521,53275.3,507.6,1093.3,2499.0,57.8
0.900,0.500,0.800,0.450,0.720,0.0519,53276.6,507.9,1091.3,2458.3,58.9
0.900,0.500,0.900,0.450,0.810,0.0523,53249.2,509.1,1083.4,2453.3,58.6
0.900,0.500,1.000,0.450,0.900,0.0518,53363.6,505.1,1083.8,2437.0,60.6
0.900,0.600,0.600,0.540,0.540,0.0534,53287.7,528.4,1123.3,2528.8,59.9
0.900,0.600,0.700,0.540,0.630,0.0529,53325.3,505.9,1095.9,2488.9,59.2
0.900,0.600,0.800,0.540,0.720,0.0529,53277.2,515.7,1113.6,2505.1,58.4
0.900,0.600,0.900,0.540,0.810,0.0528,53309.2,509.5,1094.2,2478.8,59.9
0.900,0.600,1.000,0.540,0.900,0.0523,53242.1,505.2,1088.8,2470.8,58.4
0.900,0.700,0.700,0.630,0.630,0.0530,53242.1,504.4,1105.2,2496.5,57.4
0.900,0.700,0.800,0.630,0.720,0.0529,53223.0,498.8,1094.6,2496.0,56.9
0.900,0.700,0.900,0.630,0.810,0.0525,53263.7,502.8,1094.2,2487.4,59.4
0.900,0.700,1.000,0.630,0.900,0.0523,53239.4,503.4,1091.4,2471.7,57.4
0.900,0.800,0.800,0.720,0.720,0.0531,53335.6,506.4,1107.8,2541.1,60.3
0.900,0.800,0.900,0.720,0.810,0.0535,53202.0,512.1,1104.5,2501.4,59.4
0.900,0.800,1.000,0.720,0.900,0.0529,53269.0,507.4,1116.3,2528.3,58.6
0.900,0.900,0.900,0.810,0.810,0.0540,53160.8,503.5,1105.7,2528.5,55.7
0.900,0.900,1.000,0.810,0.900,0.0533,53160.8,509.8,1104.2,2513.7,56.1
0.900,1.000,1.000,0.900,0.900,0.0537,53118.1,492.6,1098.0,2511.1,56.3
1.000,0.100,0.100,0.100,0.100,0.0496,53417.3,501.3,1046.8,2389.4,61.4
1.000,0.100,0.200,0.100,0.200,0.0503,53511.0,507.3,1065.8,2423.1,63.0
1.000,0.100,0.300,0.100,0.300,0.0499,53426.8,496.8,1051.0,2368.9,61.8
1.000,0.100,0.400,0.100,0.400,0.0498,53501.0,497.4,1062.5,2384.3,63.0
1.000,0.100,0.500,0.100,0.500,0.0495,53469.7,503.1,1053.2,2382.4,62.8
1.000,0.100,0.600,0.100,0.600,0.0496,53460.0,505.8,1053.4,2403.8,62.4
1.000,0.100,0.700,0.100,0.700,0.0497,53444.5,505.5,1054.1,2376.7,61.6
1.000,0.100,0.800,0.100,0.800,0.0496,53556.1,504.7,1059.8,2428.8,63.4
1.000,0.100,0.900,0.100,0.900,0.0497,53457.0,492.2,1045.0,2381.2,62.2
1.000,0.100,1.000,0.100,1.000,0.0496,53479.2,497.6,1046.5,2391.1,62.7
1.000,0.200,0.200,0.200,0.200,0.0503,53396.3,500.4,1062.5,2410.4,61.6
1.000,0.200,0.300,0.200,0.300,0.0500,53392.5,503.4,1063.4,2430.8,60.8
1.000,0.200,0.400,0.200,0.400,0.0501,53515.3,498.0,1063.5,2417.9,63.5
1.000,0.200,0.500,0.200,0.500,0.0501,53405.4,497.9,1048.9,2384.5,62.4
1.000,0.200,0.600,0.200,0.600,0.0506,53497.3,506.6,1063.4,2414.0,62.9
1.000,0.200,0.700,0.200,0.700,0.0506,53478.8,504.0,1065.0,2446.2,63.1
1.000,0.200,0.800,0.200,0.800,0.0502,53402.5,500.8,1048.8,2377.9,61.3
1.000,0.200,0.900,0.200,0.900,0.0503,53411.1,493.5,1053.6,2405.7,60.8
1.000,0.200,1.000,0.200,1.000,0.0503,53406.4,505.3,1063.8,2391.8,61.4
1.000,0.300,0.300,0.300,0.300,0.0509,53433.1,507.1,1062.8,2420.1,61.6
1.000,0.300,0.400,0.300,0.400,0.0506,53343.2,501.9,1068.8,2410.3,59.2
1.000,0.300,0.500,0.300,0.500,0.0512,53404.0,503.5,1075.4,2424.5,61.1
1.000,0.300,0.600,0.300,0.600,0.0504,53411.8,502.4,1061.5,2414.8,61.3
1.000,0.300,0.700,0.300,0.700,0.0508,53422.9,497.4,1071.8,2434.4,59.9
1.000,0.300,0.800,0.300,0.800,0.0507,53311.7,500.4,1060.2,2410.1,59.1
1.000,0.300,0.900,0.300,0.900,0.0510,53369.8,501.4,1062.3,2439.0,58.9
1.000,0.300,1.000,0.300,1.000,0.0512,53309.2,508.9,1083.9,2412.1,59.2
1.000,0.400,0.400,0.400,0.400,0.0513,53346.8,491.4,1067.9,2447.9,60.2
1.000,0.400,0.500,0.400,0.500,0.0509,53370.9,496.8,1067.1,2428.6,60.2
1.000,0.400,0.600,0.400,0.600,0.0511,53325.4,493.3,1062.0,2440.7,59.1
1.000,0.400,0.700,0.400,0.700,0.0513,53355.9,504.1,1078.4,2447.7,59.0
1.000,0.400,0.800,0.400,0.800,0.0516,53410.7,506.0,1090.0,2455.2,60.3
1.000,0.400,0.900,0.400,0.900,0.0511,53385.2,507.0,1073.1,2407.4,61.0
1.000,0.400,1.000,0.400,1.000,0.0516,53357.8,507.6,1086.6,2455.9,60.7
1.000,0.500,0.500,0.500,0.500,0.0519,53298.2,497.8,1077.7,2446.2,58.4
1.000,0.500,0.600,0.500,0.600,0.0522,53346.2,500.8,1080.0,2467.0,60.1
1.000,0.500,0.700,0.500,0.700,0.0524,53350.4,507.6,1093.5,2455.1,59.5
1.000,0.500,0.800,0.500,0.800,0.0514,53371.6,503.1,1094.5,2461.4,60.1
1.000,0.500,0.900,0.500,0.900,0.0515,53288.9,501.9,1086.7,2437.9,57.8
1.000,0.500,1.000,0.500,1.000,0.0517,53359.8,499.4,1079.3,2437.6,61.1
1.000,0.600,0.600,0.600,0.600,0.0524,53344.3,504.9,1084.7,2493.0,58.7
1.000,0.600,0.700,0.600,0.700,0.0521,53254.3,492.0,1072.2,2431.3,59.8
1.000,0.600,0.800,0.600,0.800,0.0523,53322.3,494.8,1072.0,2464.2,59.3
1.000,0.600,0.900,0.600,0.900,0.0524,53291.6,503.8,1090.3,2468.7,59.6
1.000,0.600,1.000,0.600,1.000,0.0522,53179.9,506.0,1089.0,2456.5,58.0
1.000,0.700,0.700,0.700,0.700,0.0524,53259.3,508.2,1100.1,2466.0,58.7
1.000,0.700,0.800,0.700,0.800,0.0523,53206.3,490.0,1089.5,2476.1,57.3
1.000,0.700,0.900,0.700,0.900,0.0532,53171.8,503.5,1092.0,2445.8,57.3
1.000,0.700,1.000,0.700,1.000,0.0530,53270.0,511.8,1093.6,2497.9,58.1
1.000,0.800,0.800,0.800,0.800,0.0532,53203.6,503.8,1102.3,2503.7,56.7
1.000,0.800,0.900,0.800,0.900,0.0532,53176.3,506.0,1100.1,2498.4,56.5
1.000,0.800,1.000,0.800,1.000,0.0537,53155.4,493.1,1088.5,2496.1,56.2
1.000,0.900,0.900,0.900,0.900,0.0543,53186.2,496.6,1112.3,2510.0,58.1
1.000,0.900,1.000,0.900,1.000,0.0541,53148.5,502.4,1102.6,2503.2,55.7
1.000,1.000,1.000,1.000,1.000,0.0543,53175.2,507.0,1120.6,2529.2,57.2
