p3,a,b,p1,p2,F1,F2,F3,F3_med,F3_95,F4
0.600,0.200,0.400,0.120,0.240,0.0589,53243.2,646.3,1306.0,2825.6,58.1
0.600,0.200,0.500,0.120,0.300,0.0567,53234.5,623.4,1268.3,2783.7,59.0
0.600,0.200,0.600,0.120,0.360,0.0563,53254.2,598.5,1226.1,2740.9,58.0
0.600,0.200,0.700,0.120,0.420,0.0557,53277.7,579.3,1217.1,2691.6,59.3
0.600,0.200,0.800,0.120,0.480,0.0549,53326.2,590.0,1195.7,2662.4,60.6
0.600,0.200,0.900,0.120,0.540,0.0545,53371.9,580.3,1186.9,2641.6,59.3
0.600,0.200,1.000,0.120,0.600,0.0531,53332.8,563.2,1162.9,2584.5,59.2
0.600,0.300,0.300,0.180,0.180,0.0596,53198.9,658.1,1335.9,2902.0,58.0
0.600,0.300,0.400,0.180,0.240,0.0589,53279.9,629.2,1295.4,2853.3,59.0
0.600,0.300,0.500,0.180,0.300,0.0585,53323.7,638.2,1299.1,2839.0,60.7
0.600,0.300,0.600,0.180,0.360,0.0565,53243.2,598.4,1256.5,2756.0,57.7
0.600,0.300,0.700,0.180,0.420,0.0557,53162.5,586.2,1220.5,2696.3,58.0
0.600,0.300,0.800,0.180,0.480,0.0555,53277.9,583.6,1213.1,2678.2,58.3
0.600,0.300,0.900,0.180,0.540,0.0547,53287.1,579.3,1188.9,2641.7,58.0
0.600,0.300,1.000,0.180,0.600,0.0538,53328.0,547.3,1165.9,2589.1,59.7
0.600,0.400,0.400,0.240,0.240,0.0601,53134.3,636.8,1310.8,2849.9,57.5
0.600,0.400,0.500,0.240,0.300,0.0589,53220.8,620.1,1289.2,2809.0,57.5
0.600,0.400,0.600,0.240,0.360,0.0570,53188.0,607.6,1255.1,2775.9,57.4
0.600,0.400,0.700,0.240,0.420,0.0571,53333.6,603.8,1245.2,2751.7,59.4
0.600,0.400,0.800,0.240,0.480,0.0560,53280.2,584.9,1217.6,2687.0,58.4
0.600,0.400,0.900,0.240,0.540,0.0551,53308.0,561.1,1187.7,2647.1,60.5
0.600,0.400,1.000,0.240,0.600,0.0546,53328.6,564.4,1187.3,2628.5,60.3
0.600,0.500,0.500,0.300,0.300,0.0582,53175.2,603.0,1267.3,2829.9,56.9
0.600,0.500,0.600,0.300,0.360,0.0578,53219.7,609.7,1251.3,2762.0,58.0
0.600,0.500,0.700,0.300,0.420,0.0571,53188.7,590.5,1240.2,2748.7,58.1
0.600,0.500,0.800,0.300,0.480,0.0561,53237.5,567.2,1197.7,2676.6,58.1
0.600,0.500,0.900,0.300,0.540,0.0553,53242.2,564.8,1175.9,2655.4,57.8
0.600,0.500,1.000,0.300,0.600,0.0548,53317.1,555.6,1166.4,2616.3,57.8
0.600,0.600,0.600,0.360,0.360,0.0583,53190.5,601.8,1265.4,2783.9,56.8
0.600,0.600,0.700,0.360,0.420,0.0574,53168.3,585.6,1245.6,2733.3,57.6
0.600,0.600,0.800,0.360,0.480,0.0564,53240.2,586.6,1233.5,2745.3,57.8
0.600,0.600,0.900,0.360,0.540,0.0560,53277.3,561.0,1183.2,2646.8,58.1
0.600,0.600,1.000,0.360,0.600,0.0554,53293.2,551.9,1184.6,2627.1,59.3
0.600,0.700,0.700,0.420,0.420,0.0574,53094.1,580.1,1236.9,2728.3,57.1
0.600,0.700,0.800,0.420,0.480,0.0567,53188.8,573.9,1224.6,2706.5,57.1
0.600,0.700,0.900,0.420,0.540,0.0560,53159.2,563.4,1197.1,2663.3,55.6
0.600,0.700,1.000,0.420,0.600,0.0547,53192.7,558.8,1185.3,2646.8,56.7
0.600,0.800,0.800,0.480,0.480,0.0577,53124.1,573.4,1245.5,2715.2,56.3
0.600,0.800,0.900,0.480,0.540,0.0567,53188.3,555.4,1202.3,2688.8,57.7
0.600,0.800,1.000,0.480,0.600,0.0555,53257.2,562.1,1197.5,2653.2,59.6
0.600,0.900,0.900,0.540,0.540,0.0569,53162.6,553.7,1211.7,2688.8,57.2
0.600,0.900,1.000,0.540,0.600,0.0562,53252.6,548.9,1186.1,2651.5,57.7
0.600,1.000,1.000,0.600,0.600,0.0572,53137.1,544.4,1182.5,2647.7,56.2
0.700,0.100,0.100,0.070,0.070,0.0566,53295.8,626.0,1259.4,2750.9,58.9
0.700,0.100,0.200,0.070,0.140,0.0564,53376.7,615.4,1250.1,2781.0,60.0
0.700,0.100,0.300,0.070,0.210,0.0554,53346.4,604.4,1210.9,2716.0,58.7
0.700,0.100,0.400,0.070,0.280,0.0554,53327.3,590.4,1211.3,2666.0,59.2
0.700,0.100,0.500,0.070,0.350,0.0539,53278.2,595.9,1189.8,2624.2,57.4
0.700,0.100,0.600,0.070,0.420,0.0541,53398.9,564.1,1171.7,2615.0,60.7
0.700,0.100,0.700,0.070,0.490,0.0532,53356.7,565.3,1153.4,2600.9,59.2
0.700,0.100,0.800,0.070,0.560,0.0527,53312.4,542.8,1120.0,2523.6,58.7
0.700,0.100,0.900,0.070,0.630,0.0520,53382.3,535.5,1118.6,2542.2,61.2
0.700,0.100,1.000,0.070,0.700,0.0517,53406.3,530.1,1110.8,2512.9,61.0
0.700,0.200,0.200,0.140,0.140,0.0567,53261.7,620.6,1249.4,2769.0,58.0
0.700,0.200,0.300,0.140,0.210,0.0559,53327.4,604.7,1244.2,2710.4,59.5
0.700,0.200,0.400,0.140,0.280,0.0552,53271.0,586.6,1204.8,2655.0,59.3
0.700,0.200,0.500,0.140,0.350,0.0544,53279.6,580.3,1179.7,2642.5,59.0
0.700,0.200,0.600,0.140,0.420,0.0541,53347.5,570.3,1181.3,2605.2,60.9
0.700,0.200,0.700,0.140,0.490,0.0536,53355.4,562.6,1152.8,2566.5,59.8
0.700,0.200,0.800,0.140,0.560,0.0528,53299.2,546.0,1141.1,2541.4,59.2
0.700,0.200,0.900,0.140,0.630,0.0528,53385.0,539.0,1129.2,2539.8,60.5
0.700,0.200,1.000,0.140,0.700,0.0524,53440.0,531.2,1114.6,2512.7,61.7
0.700,0.300,0.300,0.210,0.210,0.0563,53244.2,602.9,1239.8,2732.0,58.2
0.700,0.300,0.400,0.210,0.280,0.0560,53302.5,594.9,1208.1,2712.2,59.6
0.700,0.300,0.500,0.210,0.350,0.0548,53298.2,570.6,1186.8,2644.3,58.4
0.700,0.300,0.600,0.210,0.420,0.0544,53333.8,561.7,1168.9,2603.2,60.7
0.700,0.300,0.700,0.210,0.490,0.0539,53223.0,553.1,1166.2,2587.0,58.8
0.700,0.300,0.800,0.210,0.560,0.0532,53322.8,548.6,1150.3,2556.1,58.7
0.700,0.300,0.900,0.210,0.630,0.0525,53337.9,533.9,1118.5,2532.1,60.3
0.700,0.300,1.000,0.210,0.700,0.0525,53408.0,525.8,1117.9,2505.5,61.3
0.700,0.400,0.400,0.280,0.280,0.0564,53311.5,584.4,1224.3,2709.8,59.4
0.700,0.400,0.500,0.280,0.350,0.0560,53291.8,579.6,1217.0,2673.6,59.9
0.700,0.400,0.600,0.280,0.420,0.0549,53320.3,562.8,1182.7,2647.8,59.4
0.700,0.400,0.700,0.280,0.490,0.0540,53311.1,549.8,1164.3,2606.7,59.9
0.700,0.400,0.800,0.280,0.560,0.0542,53331.7,544.5,1148.5,2588.5,60.7
0.700,0.400,0.900,0.280,0.630,0.0535,53318.7,549.0,1142.7,2568.3,58.6
0.700,0.400,1.000,0.280,0.700,0.0530,53366.2,536.4,1126.8,2522.9,61.6
0.700,0.500,0.500,0.350,0.350,0.0565,53295.5,575.9,1226.3,2726.6,59.9
0.700,0.500,0.600,0.350,0.420,0.0555,53332.9,565.4,1194.3,2657.6,58.8
0.700,0.500,0.700,0.350,0.490,0.0556,53315.5,557.6,1176.9,2612.7,58.9
0.700,0.500,0.800,0.350,0.560,0.0542,53265.4,543.2,1147.6,2585.6,58.3
0.700,0.500,0.900,0.350,0.630,0.0541,53213.3,542.7,1145.0,2542.4,56.5
0.700,0.500,1.000,0.350,0.700,0.0528,53300.8,531.4,1128.2,2546.6,59.1
0.700,0.600,0.600,0.420,0.420,0.0566,53265.8,559.4,1192.8,2661.2,58.7
0.700,0.600,0.700,0.420,0.490,0.0552,53189.6,554.5,1179.7,2623.3,57.4
0.700,0.600,0.800,0.420,0.560,0.0548,53209.9,539.4,1160.7,2610.2,56.8
0.700,0.600,0.900,0.420,0.630,0.0540,53250.8,534.6,1142.7,2559.1,58.2
0.700,0.600,1.000,0.420,0.700,0.0540,53343.2,535.6,1134.0,2561.4,59.1
0.700,0.700,0.700,0.490,0.490,0.0561,53137.0,546.1,1177.7,2640.3,56.1
0.700,0.700,0.800,0.490,0.560,0.0549,53256.7,551.7,1183.4,2625.3,58.0
0.700,0.700,0.900,0.490,0.630,0.0549,53230.3,535.6,1154.3,2584.7,57.6
0.700,0.700,1.000,0.490,0.700,0.0537,53191.2,532.8,1136.3,2556.4,57.7
0.700,0.800,0.800,0.560,0.560,0.0555,53231.2,540.1,1166.6,2602.9,58.0
0.700,0.800,0.900,0.560,0.630,0.0554,53239.7,541.5,1173.1,2633.2,57.2
0.700,0.800,1.000,0.560,0.700,0.0540,53251.9,522.0,1143.1,2583.1,57.5
0.700,0.900,0.900,0.630,0.630,0.0549,53161.3,523.7,1150.6,2596.6,56.7
0.700,0.900,1.000,0.630,0.700,0.0550,53235.4,525.5,1149.9,2577.6,57.3
0.700,1.000,1.000,0.700,0.700,0.0555,53185.2,525.6,1144.2,2593.5,57.6
0.800,0.100,0.100,0.080,0.080,0.0538,53318.0,582.3,1181.6,2621.0,59.9
0.800,0.100,0.200,0.080,0.160,0.0535,53428.2,572.5,1170.3,2609.0,60.8
0.800,0.100,0.300,0.080,0.240,0.0538,53385.9,569.0,1153.9,2576.7,61.8
0.800,0.100,0.400,0.080,0.320,0.0529,53394.2,558.5,1158.7,2576.7,61.8
0.800,0.100,0.500,0.080,0.400,0.0531,53349.2,540.3,1123.8,2517.7,61.6
0.800,0.100,0.600,0.080,0.480,0.0520,53345.6,539.4,1114.8,2491.2,59.2
0.800,0.100,0.700,0.080,0.560,0.0513,53413.3,538.3,1101.0,2493.1,61.5
0.800,0.100,0.800,0.080,0.640,0.0511,53465.5,516.0,1085.7,2469.2,62.5
0.800,0.100,0.900,0.080,0.720,0.0503,53437.1,516.7,1072.2,2395.9,61.1
0.800,0.100,1.000,0.080,0.800,0.0509,53466.0,516.4,1086.2,2431.0,62.0
0.800,0.200,0.200,0.160,0.160,0.0541,53326.5,558.7,1169.1,2608.7,60.0
0.800,0.200,0.300,0.160,0.240,0.0531,53337.0,546.8,1151.1,2582.7,58.5
0.800,0.200,0.400,0.160,0.320,0.0532,53368.1,549.5,1149.2,2551.1,60.1
0.800,0.200,0.500,0.160,0.400,0.0528,53371.2,539.9,1124.8,2522.1,61.1
0.800,0.200,0.600,0.160,0.480,0.0520,53380.7,538.3,1103.5,2513.2,59.0
0.800,0.200,0.700,0.160,0.560,0.0520,53317.2,515.1,1091.5,2466.1,57.9
0.800,0.200,0.800,0.160,0.640,0.0513,53391.9,514.9,1090.0,2487.2,60.6
0.800,0.200,0.900,0.160,0.720,0.0518,53447.4,521.6,1092.0,2471.4,61.1
0.800,0.200,1.000,0.160,0.800,0.0514,53439.8,513.6,1089.4,2468.8,63.1
0.800,0.300,0.300,0.240,0.240,0.0538,53307.8,554.6,1155.6,2613.7,58.9
0.800,0.300,0.400,0.240,0.320,0.0534,53288.7,550.0,1149.7,2582.8,58.9
0.800,0.300,0.500,0.240,0.400,0.0530,53359.8,538.9,1140.5,2562.3,60.5
0.800,0.300,0.600,0.240,0.480,0.0529,53336.4,539.6,1138.2,2532.6,59.7
0.800,0.300,0.700,0.240,0.560,0.0527,53390.5,520.3,1120.1,2513.2,60.6
0.800,0.300,0.800,0.240,0.640,0.0518,53406.9,527.2,1096.6,2489.0,60.6
0.800,0.300,0.900,0.240,0.720,0.0515,53329.3,520.9,1101.0,2465.0,59.8
0.800,0.300,1.000,0.240,0.800,0.0512,53367.4,517.4,1083.9,2457.8,60.6
0.800,0.400,0.400,0.320,0.320,0.0541,53239.1,541.9,1156.0,2565.9,58.5
0.800,0.400,0.500,0.320,0.400,0.0539,53298.8,551.1,1154.5,2559.4,59.9
0.800,0.400,0.600,0.320,0.480,0.0526,53336.9,534.2,1133.0,2552.3,59.2
0.800,0.400,0.700,0.320,0.560,0.0533,53309.8,531.2,1126.7,2539.9,59.0
0.800,0.400,0.800,0.320,0.640,0.0526,53322.8,521.7,1116.2,2493.8,59.9
0.800,0.400,0.900,0.320,0.720,0.0522,53366.7,520.5,1109.8,2502.9,60.9
0.800,0.400,1.000,0.320,0.800,0.0518,53330.0,517.3,1088.1,2458.2,58.5
0.800,0.500,0.500,0.400,0.400,0.0544,53189.6,542.5,1154.1,2574.0,56.7
0.800,0.500,0.600,0.400,0.480,0.0543,53317.6,536.5,1138.0,2558.3,58.7
0.800,0.500,0.700,0.400,0.560,0.0537,53308.2,535.1,1128.4,2529.6,59.5
0.800,0.500,0.800,0.400,0.640,0.0528,53340.4,526.2,1117.9,2538.7,60.4
0.800,0.500,0.900,0.400,0.720,0.0528,53343.1,523.9,1118.8,2516.5,60.1
0.800,0.500,1.000,0.400,0.800,0.0524,53319.4,513.8,1098.6,2470.1,59.6
0.800,0.600,0.600,0.480,0.480,0.0543,53310.9,528.9,1130.4,2571.3,59.4
0.800,0.600,0.700,0.480,0.560,0.0540,53224.4,522.7,1130.9,2547.9,58.7
0.800,0.600,0.800,0.480,0.640,0.0538,53218.5,523.7,1109.4,2509.8,58.0
0.800,0.600,0.900,0.480,0.720,0.0530,53282.9,517.6,1105.6,2505.5,58.1
0.800,0.600,1.000,0.480,0.800,0.0527,53378.8,514.1,1103.3,2514.3,61.1
0.800,0.700,0.700,0.560,0.560,0.0547,53255.2,522.7,1137.8,2560.7,59.3
0.800,0.700,0.800,0.560,0.640,0.0539,53331.5,520.4,1127.4,2549.6,60.1
0.800,0.700,0.900,0.560,0.720,0.0535,53284.5,537.5,1124.6,2554.8,57.7
0.800,0.700,1.000,0.560,0.800,0.0525,53194.9,511.1,1102.6,2496.0,57.5
0.800,0.800,0.800,0.640,0.640,0.0539,53237.9,524.8,1126.4,2555.2,58.6
0.800,0.800,0.900,0.640,0.720,0.0536,53108.4,513.5,1113.6,2534.4,56.8
0.800,0.800,1.000,0.640,0.800,0.0541,53266.9,524.3,1130.9,2523.6,60.0
0.800,0.900,0.900,0.720,0.720,0.0539,53198.6,504.6,1101.5,2530.8,57.8
0.800,0.900,1.000,0.720,0.800,0.0536,53219.9,511.8,1110.3,2527.5,57.5
0.800,1.000,1.000,0.800,0.800,0.0540,53206.7,503.5,1104.7,2555.7,57.0
0.900,0.100,0.100,0.090,0.090,0.0518,53404.2,536.6,1119.0,2487.1,62.1
0.900,0.100,0.200,0.090,0.180,0.0511,53361.8,514.5,1079.8,2453.0,60.1
0.900,0.100,0.300,0.090,0.270,0.0513,53400.6,523.3,1090.5,2468.5,60.5
0.900,0.100,0.400,0.090,0.360,0.0514,53375.1,523.3,1096.7,2467.2,60.6
0.900,0.100,0.500,0.090,0.450,0.0512,53448.9,517.3,1087.5,2446.2,62.3
0.900,0.100,0.600,0.090,0.540,0.0514,53459.8,516.3,1080.5,2436.2,62.1
0.900,0.100,0.700,0.090,0.630,0.0504,53443.3,509.9,1084.9,2433.6,62.2
0.900,0.100,0.800,0.090,0.720,0.0504,53453.8,521.2,1064.5,2405.4,62.7
0.900,0.100,0.900,0.090,0.810,0.0498,53442.5,502.5,1060.6,2388.9,63.6
0.900,0.100,1.000,0.090,0.900,0.0506,53447.7,496.0,1051.2,2375.4,64.1
0.900,0.200,0.200,0.180,0.180,0.0522,53486.2,534.0,1124.2,2523.6,61.9
0.900,0.200,0.300,0.180,0.270,0.0520,53393.7,527.9,1109.0,2486.4,61.6
0.900,0.200,0.400,0.180,0.360,0.0516,53437.3,529.9,1104.1,2486.2,62.9
0.900,0.200,0.500,0.180,0.450,0.0514,53348.5,515.7,1081.1,2455.3,59.7
0.900,0.200,0.600,0.180,0.540,0.0509,53354.8,515.1,1079.5,2429.1,59.5
0.900,0.200,0.700,0.180,0.630,0.0511,53411.2,511.5,1080.6,2431.3,61.3
0.900,0.200,0.800,0.180,0.720,0.0505,53397.2,502.6,1060.0,2420.7,59.7
0.900,0.200,0.900,0.180,0.810,0.0503,53390.1,513.9,1074.1,2439.4,59.8
0.900,0.200,1.000,0.180,0.900,0.0502,53524.2,507.1,1056.7,2424.2,62.5
0.900,0.300,0.300,0.270,0.270,0.0525,53375.4,530.6,1107.9,2517.6,59.9
0.900,0.300,0.400,0.270,0.360,0.0523,53371.8,517.1,1085.9,2477.3,61.5
0.900,0.300,0.500,0.270,0.450,0.0514,53427.0,514.6,1096.6,2501.7,61.4
0.900,0.300,0.600,0.270,0.540,0.0516,53354.3,515.3,1087.1,2475.1,60.3
0.900,0.300,0.700,0.270,0.630,0.0521,53320.7,522.1,1096.3,2472.7,60.4
0.900,0.300,0.800,0.270,0.720,0.0512,53370.2,509.0,1087.3,2446.8,60.3
0.900,0.300,0.900,0.270,0.810,0.0510,53449.1,517.7,1094.2,2464.7,61.6
0.900,0.300,1.000,0.270,0.900,0.0509,53421.6,502.9,1057.5,2455.2,61.0
0.900,0.400,0.400,0.360,0.360,0.0527,53332.1,528.5,1120.1,2511.6,59.2
0.900,0.400,0.500,0.360,0.450,0.0522,53411.3,516.4,1097.8,2480.4,60.4
0.900,0.400,0.600,0.360,0.540,0.0522,53385.2,520.2,1088.0,2470.6,61.6
0.900,0.400,0.700,0.360,0.630,0.0516,53368.1,510.9,1090.3,2463.7,59.7
0.900,0.400,0.800,0.360,0.720,0.0518,53358.0,509.8,1092.1,2451.2,60.2
0.900,0.400,0.900,0.360,0.810,0.0519,53427.2,507.9,1082.1,2455.4,61.9
0.900,0.400,1.000,0.360,0.900,0.0518,53366.2,499.7,1072.0,2455.7,61.2
0.900,0.500,0.500,0.450,0.450,0.0523,53357.1,515.2,1098.7,2499.3,59.4
0.900,0.500,0.600,0.450,0.540,0.0526,53366.4,507.4,1098.8,2517.0,61.4
0.900,0.500,0.700,0.450,0.630,0.0524,53361.0,512.7,1102.8,2501.6,59.9
0.900,0.500,0.800,0.450,0.720,0.0512,53355.4,506.2,1084.3,2483.8,59.4
0.900,0.500,0.900,0.450,0.810,0.0522,53352.6,513.4,1084.0,2475.1,59.1
0.900,0.500,1.000,0.450,0.900,0.0510,53288.2,500.1,1069.1,2418.0,59.5
0.900,0.600,0.600,0.540,0.540,0.0534,53231.2,517.6,1104.9,2503.0,57.6
0.900,0.600,0.700,0.540,0.630,0.0525,53245.0,512.3,1097.8,2472.3,59.1
0.900,0.600,0.800,0.540,0.720,0.0526,53334.1,516.0,1097.1,2514.3,59.7
0.900,0.600,0.900,0.540,0.810,0.0525,53381.0,508.5,1104.3,2480.7,61.4
0.900,0.600,1.000,0.540,0.900,0.0523,53301.4,503.3,1072.0,2462.3,58.5
0.900,0.700,0.700,0.630,0.630,0.0538,53308.2,505.9,1111.3,2542.5,58.9
0.900,0.700,0.800,0.630,0.720,0.0529,53263.7,503.1,1090.1,2474.8,57.4
0.900,0.700,0.900,0.630,0.810,0.0530,53284.7,504.6,1098.1,2499.3,58.3
0.900,0.700,1.000,0.630,0.900,0.0524,53337.4,505.0,1089.9,2492.0,59.0
0.900,0.800,0.800,0.720,0.720,0.0538,53198.6,513.1,1117.7,2530.0,57.7
0.900,0.800,0.900,0.720,0.810,0.0532,53268.5,502.9,1101.0,2504.5,59.0
0.900,0.800,1.000,0.720,0.900,0.0527,53245.3,508.1,1101.3,2525.7,56.4
0.900,0.900,0.900,0.810,0.810,0.0537,53172.8,501.4,1110.8,2505.9,57.7
0.900,0.900,1.000,0.810,0.900,0.0535,53189.5,502.1,1105.6,2510.0,56.1
0.900,1.000,1.000,0.900,0.900,0.0543,53234.9,511.4,1113.8,2525.1,57.2
1.000,0.100,0.100,0.100,0.100,0.0502,53524.1,501.2,1050.1,2392.9,62.3
1.000,0.100,0.200,0.100,0.200,0.0498,53461.3,503.3,1056.8,2396.9,62.6
1.000,0.100,0.300,0.100,0.300,0.0492,53401.5,497.0,1050.9,2363.9,61.1
1.000,0.100,0.400,0.100,0.400,0.0501,53398.4,499.8,1051.7,2408.4,60.8
1.000,0.100,0.500,0.100,0.500,0.0499,53514.1,495.5,1044.3,2399.4,62.3
1.000,0.100,0.600,0.100,0.600,0.0497,53407.1,490.8,1046.6,2360.1,61.6
1.000,0.100,0.700,0.100,0.700,0.0500,53448.6,508.6,1056.7,2376.9,62.7
1.000,0.100,0.800,0.100,0.800,0.0507,53500.8,506.8,1058.6,2405.6,63.3
1.000,0.100,0.900,0.100,0.900,0.0492,53510.8,500.8,1053.8,2397.1,63.0
1.000,0.100,1.000,0.100,1.000,0.0500,53481.1,500.2,1055.7,2390.3,60.8
1.000,0.200,0.200,0.200,0.200,0.0507,53436.4,499.2,1052.2,2415.3,61.0
1.000,0.200,0.300,0.200,0.300,0.0503,53393.8,505.6,1054.6,2418.0,61.7
1.000,0.200,0.400,0.200,0.400,0.0503,53450.2,500.1,1061.3,2423.9,61.8
1.000,0.200,0.500,0.200,0.500,0.0503,53494.9,503.5,1065.9,2418.2,62.7
1.000,0.200,0.600,0.200,0.600,0.0502,53415.8,490.0,1044.1,2395.9,61.8
1.000,0.200,0.700,0.200,0.700,0.0495,53462.1,494.6,1054.5,2413.0,62.0
1.000,0.200,0.800,0.200,0.800,0.0498,53374.9,497.8,1056.7,2376.1,60.4
1.000,0.200,0.900,0.200,0.900,0.0497,53416.3,497.3,1043.7,2391.1,61.7
1.000,0.200,1.000,0.200,1.000,0.0504,53496.3,499.4,1061.4,2430.8,62.4
1.000,0.300,0.300,0.300,0.300,0.0503,53351.8,499.4,1060.7,2427.4,60.7
1.000,0.300,0.400,0.300,0.400,0.0509,53379.3,507.1,1068.5,2407.5,60.3
1.000,0.300,0.500,0.300,0.500,0.0504,53369.1,500.2,1064.6,2427.0,60.6
1.000,0.300,0.600,0.300,0.600,0.0503,53351.0,500.9,1060.7,2402.3,60.5
1.000,0.300,0.700,0.300,0.700,0.0509,53446.5,496.6,1063.4,2425.3,62.4
1.000,0.300,0.800,0.300,0.800,0.0513,53407.0,506.4,1064.8,2425.5,61.1
1.000,0.300,0.900,0.300,0.900,0.0509,53456.8,509.6,1077.0,2444.0,62.6
1.000,0.300,1.000,0.300,1.000,0.0504,53408.3,504.1,1056.9,2423.9,59.9
1.000,0.400,0.400,0.400,0.400,0.0512,53376.7,492.8,1061.8,2440.4,59.9
1.000,0.400,0.500,0.400,0.500,0.0512,53322.1,503.1,1071.2,2420.5,58.7
1.000,0.400,0.600,0.400,0.600,0.0515,53365.8,506.8,1067.8,2423.0,60.5
1.000,0.400,0.700,0.400,0.700,0.0512,53339.6,499.9,1077.8,2416.2,60.0
1.000,0.400,0.800,0.400,0.800,0.0512,53350.1,497.6,1069.4,2436.4,59.0
1.000,0.400,0.900,0.400,0.900,0.0509,53417.6,503.9,1063.0,2413.3,60.6
1.000,0.400,1.000,0.400,1.000,0.0513,53406.6,500.4,1072.8,2454.8,62.3
1.000,0.500,0.500,0.500,0.500,0.0515,53457.6,513.4,1086.2,2456.2,60.7
1.000,0.500,0.600,0.500,0.600,0.0517,53368.1,505.8,1089.7,2467.7,60.4
1.000,0.500,0.700,0.500,0.700,0.0519,53324.8,513.2,1089.8,2454.3,58.9
1.000,0.500,0.800,0.500,0.800,0.0516,53309.5,503.3,1080.5,2441.5,58.8
1.000,0.500,0.900,0.500,0.900,0.0514,53434.9,498.9,1080.8,2446.0,60.7
1.000,0.500,1.000,0.500,1.000,0.0519,53308.8,502.4,1068.7,2442.0,58.9
1.000,0.600,0.600,0.600,0.600,0.0522,53228.2,493.2,1072.4,2444.8,59.5
1.000,0.600,0.700,0.600,0.700,0.0524,53206.0,508.0,1081.2,2470.1,58.2
1.000,0.600,0.800,0.600,0.800,0.0520,53369.1,502.2,1089.8,2469.8,60.2
1.000,0.600,0.900,0.600,0.900,0.0524,53316.8,508.1,1086.8,2456.0,60.1
1.000,0.600,1.000,0.600,1.000,0.0522,53315.3,501.1,1083.8,2458.7,59.8
1.000,0.700,0.700,0.700,0.700,0.0529,53259.3,504.6,1093.8,2468.2,58.8
1.000,0.700,0.800,0.700,0.800,0.0518,53257.8,496.8,1085.6,2473.0,58.6
1.000,0.700,0.900,0.700,0.900,0.0529,53247.1,499.5,1090.8,2496.5,57.4
1.000,0.700,1.000,0.700,1.000,0.0527,53202.2,499.6,1090.3,2493.4,57.3
1.000,0.800,0.800,0.800,0.800,0.0532,53173.7,502.5,1092.1,2508.2,55.8
1.000,0.800,0.900,0.800,0.900,0.0536,53247.1,505.1,1091.8,2511.1,59.5
1.000,0.800,1.000,0.800,1.000,0.0532,53202.8,502.7,1091.7,2477.5,57.2
1.000,0.900,0.900,0.900,0.900,0.0536,53139.4,505.6,1099.0,2524.3,55.6
1.000,0.900,1.000,0.900,1.000,0.0539,53176.2,503.8,1111.3,2535.3,56.4
1.000,1.000,1.000,1.000,1.000,0.0545,53066.4,510.4,1114.6,2510.8,56.0
