p3,a,b,F1_Delivery,F2_Energy,F3_Latency,F4_Fairness
0.060702900554593146,0.6220733375896661,0.6588530970081313,0.13616675010012985,52389.39231625766,2739.7684762772624,42.72574918148081
0.6599956855696704,0.8978873042479947,0.9105725099769201,0.055725820163061976,53179.92383695281,538.0960667157958,56.91252149457989
0.5829715952590985,0.9608323709880165,0.9627131872071704,0.057164553664224065,53170.73950508529,560.1014039915256,56.7248577084498
0.29561068584354094,0.9953019031124284,0.9999514340791089,0.0691912749358168,52994.68967073609,770.5001948861687,53.59093029004285
0.5061192441039859,0.9530033912048367,0.9615955311929438,0.0592529544219332,53150.84303016909,598.6562268320758,56.37118225043626
0.17212073576202078,0.9294969206426799,0.9747245102913067,0.08751274979531873,52782.220423431856,1180.4774913426543,49.81680414863086
0.303094046633718,0.9511913571349432,0.9952780591935779,0.0688752597908156,53011.61474132303,763.3956730195969,53.978326455580415
0.31045718659012717,0.975862176659362,0.9847686326866893,0.06841045301065832,53012.78141277731,756.1256661881908,53.94144249705039
0.7424483094919276,0.9040798930999401,0.9322891451851377,0.054492993414755775,53190.69550214767,518.0665434788323,57.12943492314511
0.4768805263266051,0.9127540500783299,0.9155518429102117,0.060248513311931685,53131.90669446343,618.4623148919527,56.036949113300594
0.12716103863978082,0.969141934689071,0.9753958917317861,0.10046638567094662,52667.49599934924,1526.1926928495893,47.60135454915376
0.038127645963334456,0.9248370567688814,0.9594660161406462,0.13905405623323347,52399.98157330316,2691.0895961316664,42.74510764840976
0.1371962157505287,0.9379361942210788,0.997364573072166,0.09650882794080659,52702.89618147878,1420.8825375112006,48.36506636002595
0.16345758856190376,0.9348694093354217,0.9453976601213039,0.0902313541648862,52753.683560111866,1248.3701703551487,49.2331487437352
0.024635818722720013,0.9354620028550058,0.9410656821187836,0.14755641686373971,52348.206383233985,2956.277983970656,41.73719963566164
0.15422063618477308,0.975879680646002,0.999002899673115,0.09182951724560183,52740.369068269625,1294.2249136852365,48.96461068137077
0.4880910931517589,0.9179045082414593,0.9234486111944614,0.059804739534607805,53138.04574237446,611.3626005398969,56.144440435139096
0.22454193694481958,0.9997140900581661,0.999960260424959,0.07712888157592339,52883.28957779078,936.9869192066403,51.54121091554106
0.5048012556800747,0.9129555905239675,0.914493214122109,0.059219036428210095,53142.50169470405,602.9578004390775,56.21990962168898
0.15245750703035704,0.9601543254282238,0.9805948975579412,0.09259316621452812,52733.39604634505,1311.9835169161474,48.85108428059967
0.490934187105641,0.9949211250745462,0.9963611701937223,0.05988214812858073,53149.8190866104,602.6551897793403,56.34946841052046
0.1412199569929669,0.9811960321333582,0.9968078874562304,0.0956402128665068,52707.55137856993,1396.2387759446924,48.34057980272326
0.2523755909309604,0.9712421171747443,0.9925479913898776,0.07356634376065456,52934.2370607393,856.5597774521146,52.53506711006187
0.26868095234411177,0.9779064372622427,0.9885669735495252,0.0718456283499631,52957.06957525417,822.4837566699922,52.93179026166646
0.724188892327147,0.9246861018533981,0.939773778390461,0.054702888876067765,53186.57843680539,521.8042778086249,57.056993146476586
0.2757111879920387,0.9630265605069288,0.9995892555513332,0.07104540695586951,52973.47430184238,804.7472832636447,53.27408876247538
0.04204729053609753,0.908133424612469,0.9243268352364586,0.13813414722188036,52403.91930903132,2671.996647518916,42.803129365715435
0.05099333086283594,0.9698183158498709,0.9772069312447295,0.13224261431076517,52446.33671821816,2463.263141238235,43.5119474044214
0.34187445018669765,0.9979771053370612,0.9993304074555469,0.06613358390905842,53048.07706447342,710.9504688735971,54.5499971130343
